"requestedUrl","finalUrl","path","status","redirectCount","contentType","responseRobots","metaRobots","title","titleLength","metaDescription","metaDescriptionLength","canonical","ogUrl","htmlLang","h1Count","h1","h2Count","wordCount","jsonLdTypes","internalLinkCount","inSitemap","error"
"https://www.artisanlabnetwork.com/","https://www.artisanlabnetwork.com/","/","200","0","text/html; charset=utf-8","","","Artisan Lab Network","19","Championing Independent Optics - As the largest independent lab network owned by independent eye care providers in the US, Artisan Lab Network (ALN) provides unmatched industry solutions and support to independent eye care practices helping them to remain competitive against big box corporations.","297","https://www.artisanlabnetwork.com","https://www.artisanlabnetwork.com","en","0","","5","404","","14","true",""
"https://www.artisanlabnetwork.com/about","https://www.artisanlabnetwork.com/about","/about","200","0","text/html; charset=utf-8","","","About","5","Championing Independent Optics - As the largest independent lab network owned by independent eye care providers in the US, Artisan Lab Network (ALN) provides unmatched industry solutions and support to independent eye care practices helping them to remain competitive against big box corporations.","297","https://www.artisanlabnetwork.com/about","https://www.artisanlabnetwork.com/about","en","0","","2","240","","14","true",""
"https://www.artisanlabnetwork.com/aln_artisan-amour","https://www.artisanlabnetwork.com/aln_artisan-amour","/aln_artisan-amour","404","0","text/html; charset=utf-8","","","Not Found (404)","15","","0","https://www.artisanlabnetwork.com/aln_artisan-amour","https://www.artisanlabnetwork.com/aln_artisan-amour","en","1","Page not found","0","77","","15","false",""
"https://www.artisanlabnetwork.com/aln_artisan-azure","https://www.artisanlabnetwork.com/aln_artisan-azure","/aln_artisan-azure","200","0","text/html; charset=utf-8","","","ALN_Artisan Azure","17","Introducing Artisan Azure, a revolutionary Anti-Reflective (AR) treatment that takes eye care to a whole new level.","115","https://www.artisanlabnetwork.com/aln_artisan-azure","https://www.artisanlabnetwork.com/aln_artisan-azure","en","0","","1","553","","14","true",""
"https://www.artisanlabnetwork.com/aln_artisan-emerald","https://www.artisanlabnetwork.com/aln_artisan-emerald","/aln_artisan-emerald","200","0","text/html; charset=utf-8","","","ALN_Artisan Emerald","19","Discover the captivating allure of Artisan Emerald – an AR treatment that transcends the ordinary and embraces the brilliance of emeralds in every aspect.","154","https://www.artisanlabnetwork.com/aln_artisan-emerald","https://www.artisanlabnetwork.com/aln_artisan-emerald","en","0","","1","419","","14","true",""
"https://www.artisanlabnetwork.com/aln_artisan-nytopia","https://www.artisanlabnetwork.com/aln_artisan-nytopia","/aln_artisan-nytopia","200","0","text/html; charset=utf-8","","","ALN_Artisan Nytopia","19","Introducing Artisan Nytopia, an unparalleled breakthrough in Anti-Reflective (AR) technology, designed to elevate your vision to new heights.","141","https://www.artisanlabnetwork.com/aln_artisan-nytopia","https://www.artisanlabnetwork.com/aln_artisan-nytopia","en","0","","1","516","","14","true",""
"https://www.artisanlabnetwork.com/aln_design-series","https://www.artisanlabnetwork.com/aln_design-series","/aln_design-series","200","0","text/html; charset=utf-8","","","ALN_Design Series","17","Artisan Signature Series is a new family of lenses calculated with Diamond Series Dual-Add Technology, which combines complex curves on both surfaces of the lens to provide excellent vision correction.","201","https://www.artisanlabnetwork.com/aln_design-series","https://www.artisanlabnetwork.com/aln_design-series","en","0","","1","179","","14","true",""
"https://www.artisanlabnetwork.com/aln_photo","https://www.artisanlabnetwork.com/aln_photo","/aln_photo","200","0","text/html; charset=utf-8","","","Artisan Lab Network Lens Design and Technology","46","Artisan Lab Network holds our commitment to quality and passion for the latest technology at the core of our process. As an independent lab we’re able to do things differently, move more nimbly, and truly respond to what our customers need.","240","https://www.artisanlabnetwork.com/aln_photo","https://www.artisanlabnetwork.com/aln_photo","en","0","","1","90","","14","true",""
"https://www.artisanlabnetwork.com/aln_platinum-series","https://www.artisanlabnetwork.com/aln_platinum-series","/aln_platinum-series","200","0","text/html; charset=utf-8","","","ALN_Platinum Series","19","Artisan Signature Series is a new family of lenses calculated with Diamond Series Dual-Add Technology, which combines complex curves on both surfaces of the lens to provide excellent vision correction.","201","https://www.artisanlabnetwork.com/aln_platinum-series","https://www.artisanlabnetwork.com/aln_platinum-series","en","0","","1","186","","14","true",""
"https://www.artisanlabnetwork.com/aln-artisan-armour","https://www.artisanlabnetwork.com/aln-artisan-armour","/aln-artisan-armour","200","0","text/html; charset=utf-8","","","ALN_Artisan Armour","18","Introducing Artisan Armor, a groundbreaking Anti-Reflective (AR) treatment that sets new standards for visual excellence and eye protection.","140","https://www.artisanlabnetwork.com/aln-artisan-armour","https://www.artisanlabnetwork.com/aln-artisan-armour","en","0","","1","466","","14","true",""
"https://www.artisanlabnetwork.com/aln-artisan-azure","https://www.artisanlabnetwork.com/aln-artisan-azure","/aln-artisan-azure","404","0","text/html; charset=utf-8","","","Not Found (404)","15","","0","https://www.artisanlabnetwork.com/aln-artisan-azure","https://www.artisanlabnetwork.com/aln-artisan-azure","en","1","Page not found","0","77","","15","false",""
"https://www.artisanlabnetwork.com/aln-photochromic-offerings-1","https://www.artisanlabnetwork.com/aln-photochromic-offerings-1","/aln-photochromic-offerings-1","200","0","text/html; charset=utf-8","","","Artisan Lab Network Lens Design and Technology","46","Artisan Lab Network holds our commitment to quality and passion for the latest technology at the core of our process. As an independent lab we’re able to do things differently, move more nimbly, and truly respond to what our customers need.","240","https://www.artisanlabnetwork.com/aln-photochromic-offerings-1","https://www.artisanlabnetwork.com/aln-photochromic-offerings-1","en","2","AR Treatments|AR Treatment Catalogue","2","155","","14","true",""
"https://www.artisanlabnetwork.com/artisan-ar","https://www.artisanlabnetwork.com/artisan-ar","/artisan-ar","200","0","text/html; charset=utf-8","","","ALN_Artisan AR","14","AR coating is a thin, multi-layered treatment applied to eyeglass lenses to reduce reflections and glare. It helps improve the clarity and visual acuity of the lenses by allowing more light to pass through them, thereby reducing the amount of light that bounces off the lens surface.","283","https://www.artisanlabnetwork.com/artisan-ar","https://www.artisanlabnetwork.com/artisan-ar","en","0","","2","109","","18","true",""
"https://www.artisanlabnetwork.com/artisanlabnetwork_lens_design_tech","https://www.artisanlabnetwork.com/artisanlabnetwork_lens_design_tech","/artisanlabnetwork_lens_design_tech","200","0","text/html; charset=utf-8","","","Artisan Lab Network Lens Design and Technology","46","Artisan Lab Network holds our commitment to quality and passion for the latest technology at the core of our process. As an independent lab we’re able to do things differently, move more nimbly, and truly respond to what our customers need.","240","https://www.artisanlabnetwork.com/artisanlabnetwork_lens_design_tech","https://www.artisanlabnetwork.com/artisanlabnetwork_lens_design_tech","en","0","","0","95","","21","true",""
"https://www.artisanlabnetwork.com/artisanlabnetwork-about","https://www.artisanlabnetwork.com/artisanlabnetwork-about","/artisanlabnetwork-about","200","0","text/html; charset=utf-8","","","Artisan Lab Network","19","Pacific Artisan Labs holds our commitment to quality and passion for the latest technology at the core of our process. As an independent lab we’re able to do things differently, move more nimbly, and truly respond to what our customers need.","241","https://www.artisanlabnetwork.com/artisanlabnetwork-about","https://www.artisanlabnetwork.com/artisanlabnetwork-about","en","0","","0","676","","14","true",""
"https://www.artisanlabnetwork.com/blank-page-ff738a87-5a92-42bb-ade8-4170a11f1965","https://www.artisanlabnetwork.com/blank-page-ff738a87-5a92-42bb-ade8-4170a11f1965","/blank-page-ff738a87-5a92-42bb-ade8-4170a11f1965","200","0","text/html; charset=utf-8","","","Blank Page","10","","0","https://www.artisanlabnetwork.com/blank-page-ff738a87-5a92-42bb-ade8-4170a11f1965","https://www.artisanlabnetwork.com/blank-page-ff738a87-5a92-42bb-ade8-4170a11f1965","en","0","","1","34","","4","true",""
"https://www.artisanlabnetwork.com/blog","https://www.artisanlabnetwork.com/blog","/blog","200","0","text/html; charset=utf-8","","","Press Releases","14","Press releases and official communications for the Artisan Lab Network, Pacific Artisan Labs and Peak Artisan Labs.","115","https://www.artisanlabnetwork.com/blog","https://www.artisanlabnetwork.com/blog","en","0","","0","362","","17","true",""
"https://www.artisanlabnetwork.com/blog/all-independent-vision-partnership","https://www.artisanlabnetwork.com/blog/all-independent-vision-partnership","/blog/all-independent-vision-partnership","200","0","text/html; charset=utf-8","","","Pacific Labs & Independent Optical Lab Expand Network","53","Pacific Artisan Labs partners with NC-based Independent Optical Lab, expanding the Artisan Lab Network, and enhancing services across the U.S., with a focus on innovation against industry consolidation.","202","https://www.artisanlabnetwork.com/blog/all-independent-vision-partnership","https://www.artisanlabnetwork.com/blog/all-independent-vision-partnership","en","1","Pacific Artisan Labs + Independent Vision","0","499","","14","true",""
